4.1610000e+00,1.2000000e+01,1.4724395e+04,1.5474650e+03,7.7926300e+03,1.1377400e+02,1.1377400e+02,6.6147100e+02,2.8800000e+02,6.1385100e+02,1.6580000e+00,9.9800000e-01,9.0070000e+00,1.0220000e+00,1.8109000e+01,3.5800000e-01,9.5000000e-01,9.7500000e-01
4.1610000e+00,1.2000000e+01,1.4724544e+04,1.5474660e+03,7.7946460e+03,1.1379500e+02,1.1379500e+02,6.6056800e+02,2.8800000e+02,6.1368800e+02,1.6570000e+00,9.9800000e-01,8.9980000e+00,1.0220000e+00,1.8066000e+01,3.5800000e-01,9.5000000e-01,9.7600000e-01
4.1610000e+00,1.2000000e+01,1.4724616e+04,1.5474660e+03,7.7966570e+03,1.1380100e+02,1.1380100e+02,6.5966600e+02,2.8800000e+02,6.1352400e+02,1.6570000e+00,9.9800000e-01,8.9890000e+00,1.0220000e+00,1.8023000e+01,3.5700000e-01,9.5000000e-01,9.7700000e-01
4.1610000e+00,1.2000000e+01,1.4724731e+04,1.5474670e+03,7.7986730e+03,1.1379700e+02,1.1379700e+02,6.5876600e+02,2.8800000e+02,6.1336100e+02,1.6570000e+00,9.9800000e-01,8.9800000e+00,1.0220000e+00,1.7980000e+01,3.5600000e-01,9.5000000e-01,9.7800000e-01
4.1610000e+00,1.2000000e+01,1.4724795e+04,1.5474680e+03,7.8006880e+03,1.1379100e+02,1.1379100e+02,6.5786900e+02,2.8800000e+02,6.1319800e+02,1.6570000e+00,9.9800000e-01,8.9710000e+00,1.0220000e+00,1.7937000e+01,3.5500000e-01,9.5000000e-01,9.7900000e-01
4.1610000e+00,1.2000000e+01,1.4724872e+04,1.5474680e+03,7.8027040e+03,1.1379800e+02,1.1379800e+02,6.5697400e+02,2.8800000e+02,6.1303500e+02,1.6560000e+00,9.9800000e-01,8.9620000e+00,1.0220000e+00,1.7894000e+01,3.5400000e-01,9.5000000e-01,9.8000000e-01
4.1610000e+00,1.2000000e+01,1.4724969e+04,1.5474690e+03,7.8047260e+03,1.1380200e+02,1.1380200e+02,6.5608100e+02,2.8800000e+02,6.1287200e+02,1.6560000e+00,9.9800000e-01,8.9530000e+00,1.0220000e+00,1.7852000e+01,3.5300000e-01,9.5000000e-01,9.8100000e-01
4.1610000e+00,1.2000000e+01,1.4725068e+04,1.5474700e+03,7.8067480e+03,1.1379400e+02,1.1379400e+02,6.5519000e+02,2.8800000e+02,6.1271000e+02,1.6560000e+00,9.9800000e-01,8.9430000e+00,1.0220000e+00,1.7809000e+01,3.5300000e-01,9.5000000e-01,9.8200000e-01
4.1610000e+00,1.2000000e+01,1.4725087e+04,1.5474700e+03,7.8087650e+03,1.1380200e+02,1.1380200e+02,6.5430100e+02,2.8800000e+02,6.1254800e+02,1.6560000e+00,9.9800000e-01,8.9340000e+00,1.0220000e+00,1.7767000e+01,3.5200000e-01,9.5000000e-01,9.8300000e-01
4.1610000e+00,1.2000000e+01,1.4725170e+04,1.5474710e+03,7.8107900e+03,1.1379200e+02,1.1379200e+02,6.5341500e+02,2.8800000e+02,6.1238700e+02,1.6560000e+00,9.9800000e-01,8.9250000e+00,1.0220000e+00,1.7724000e+01,3.5100000e-01,9.5000000e-01,9.8400000e-01
4.1610000e+00,1.2000000e+01,1.4725326e+04,1.5474710e+03,7.8128230e+03,1.1380600e+02,1.1380600e+02,6.5253100e+02,2.8800000e+02,6.1222600e+02,1.6550000e+00,9.9800000e-01,8.9160000e+00,1.0220000e+00,1.7682000e+01,3.5000000e-01,9.5000000e-01,9.8500000e-01
4.1610000e+00,1.2000000e+01,1.4725397e+04,1.5474720e+03,7.8148500e+03,1.1378400e+02,1.1378400e+02,6.5164900e+02,2.8800000e+02,6.1206500e+02,1.6550000e+00,9.9800000e-01,8.9070000e+00,1.0220000e+00,1.7640000e+01,3.4900000e-01,9.5000000e-01,9.8600000e-01
4.1610000e+00,1.2000000e+01,1.4725441e+04,1.5474730e+03,7.8168770e+03,1.1380900e+02,1.1380900e+02,6.5076900e+02,2.8800000e+02,6.1190400e+02,1.6550000e+00,9.9800000e-01,8.8980000e+00,1.0220000e+00,1.7598000e+01,3.4800000e-01,9.5000000e-01,9.8700000e-01
4.1610000e+00,1.2000000e+01,1.4725555e+04,1.5474730e+03,7.8189110e+03,1.1380900e+02,1.1380900e+02,6.4989200e+02,2.8800000e+02,6.1174400e+02,1.6550000e+00,9.9800000e-01,8.8890000e+00,1.0220000e+00,1.7556000e+01,3.4800000e-01,9.5000000e-01,9.8800000e-01
4.1610000e+00,1.2000000e+01,1.4725621e+04,1.5474740e+03,7.8209430e+03,1.1381300e+02,1.1381300e+02,6.4901700e+02,2.8800000e+02,6.1158400e+02,1.6550000e+00,9.9800000e-01,8.8810000e+00,1.0220000e+00,1.7514000e+01,3.4700000e-01,9.5000000e-01,9.8900000e-01
4.1610000e+00,1.2000000e+01,1.4725672e+04,1.5474750e+03,7.8229750e+03,1.1381300e+02,1.1381300e+02,6.4814300e+02,2.8800000e+02,6.1142400e+02,1.6540000e+00,9.9800000e-01,8.8720000e+00,1.0220000e+00,1.7472000e+01,3.4600000e-01,9.5000000e-01,9.9000000e-01
4.1610000e+00,1.2000000e+01,1.4725901e+04,1.5474750e+03,7.8250240e+03,1.1381100e+02,1.1381100e+02,6.4727300e+02,2.8800000e+02,6.1126500e+02,1.6540000e+00,9.9800000e-01,8.8630000e+00,1.0220000e+00,1.7430000e+01,3.4500000e-01,9.5000000e-01,9.9100000e-01
4.1610000e+00,1.2000000e+01,1.4725856e+04,1.5474760e+03,7.8270520e+03,1.1381500e+02,1.1381500e+02,6.4640300e+02,2.8800000e+02,6.1110600e+02,1.6540000e+00,9.9800000e-01,8.8540000e+00,1.0220000e+00,1.7388000e+01,3.4400000e-01,9.5000000e-01,9.9200000e-01
4.1610000e+00,1.2000000e+01,1.4725965e+04,1.5474770e+03,7.8290950e+03,1.1381000e+02,1.1381000e+02,6.4553700e+02,2.8800000e+02,6.1094700e+02,1.6540000e+00,9.9800000e-01,8.8450000e+00,1.0220000e+00,1.7346000e+01,3.4300000e-01,9.5000000e-01,9.9300000e-01
4.1610000e+00,1.2000000e+01,1.4726047e+04,1.5474770e+03,7.8311370e+03,1.1381200e+02,1.1381200e+02,6.4467200e+02,2.8800000e+02,6.1078800e+02,1.6540000e+00,9.9800000e-01,8.8360000e+00,1.0220000e+00,1.7305000e+01,3.4300000e-01,9.5000000e-01,9.9400000e-01
4.1610000e+00,1.2000000e+01,1.4726150e+04,1.5474780e+03,7.8331820e+03,1.1381700e+02,1.1381700e+02,6.4380900e+02,2.8800000e+02,6.1063000e+02,1.6530000e+00,9.9800000e-01,8.8270000e+00,1.0220000e+00,1.7263000e+01,3.4200000e-01,9.5000000e-01,9.9500000e-01
4.1610000e+00,1.2000000e+01,1.4726291e+04,1.5474780e+03,7.8352320e+03,1.1382100e+02,1.1382100e+02,6.4294900e+02,2.8800000e+02,6.1047200e+02,1.6530000e+00,9.9800000e-01,8.8190000e+00,1.0220000e+00,1.7222000e+01,3.4100000e-01,9.5000000e-01,9.9600000e-01
4.1610000e+00,1.2000000e+01,1.4726301e+04,1.5474790e+03,7.8372730e+03,1.1380700e+02,1.1380700e+02,6.4209100e+02,2.8800000e+02,6.1031400e+02,1.6530000e+00,9.9800000e-01,8.8100000e+00,1.0220000e+00,1.7181000e+01,3.4000000e-01,9.5000000e-01,9.9700000e-01
4.1610000e+00,1.2000000e+01,1.4726397e+04,1.5474800e+03,7.8393220e+03,1.1381700e+02,1.1381700e+02,6.4123400e+02,2.8800000e+02,6.1015700e+02,1.6530000e+00,9.9800000e-01,8.8010000e+00,1.0220000e+00,1.7139000e+01,3.3900000e-01,9.5000000e-01,9.9800000e-01
4.1610000e+00,1.2000000e+01,1.4726556e+04,1.5474800e+03,7.8413790e+03,1.1382400e+02,1.1382400e+02,6.4038100e+02,2.8800000e+02,6.1000000e+02,1.6530000e+00,9.9800000e-01,8.7920000e+00,1.0220000e+00,1.7098000e+01,3.3800000e-01,9.5000000e-01,9.9900000e-01
4.1610000e+00,1.2000000e+01,1.4726603e+04,1.5474810e+03,7.8434270e+03,1.1382400e+02,1.1382400e+02,6.3952800e+02,2.8800000e+02,6.0984300e+02,1.6520000e+00,9.9800000e-01,8.7840000e+00,1.0220000e+00,1.7057000e+01,3.3800000e-01,9.5000000e-01,1.0000000e+00
4.1610000e+00,1.2000000e+01,1.4724427e+04,1.5474640e+03,7.7903150e+03,1.1378100e+02,1.1378100e+02,6.6099800e+02,2.8800000e+02,6.1362800e+02,1.6580000e+00,9.9800000e-01,9.0080000e+00,1.0220000e+00,1.8090000e+01,3.5800000e-01,9.5100000e-01,9.7500000e-01
4.1610000e+00,1.2000000e+01,1.4724443e+04,1.5474650e+03,7.7923180e+03,1.1378600e+02,1.1378600e+02,6.6009400e+02,2.8800000e+02,6.1346400e+02,1.6580000e+00,9.9800000e-01,8.9990000e+00,1.0220000e+00,1.8047000e+01,3.5700000e-01,9.5100000e-01,9.7600000e-01
4.1610000e+00,1.2000000e+01,1.4724495e+04,1.5474660e+03,7.7943250e+03,1.1380000e+02,1.1380000e+02,6.5919200e+02,2.8800000e+02,6.1330000e+02,1.6570000e+00,9.9800000e-01,8.9900000e+00,1.0220000e+00,1.8004000e+01,3.5600000e-01,9.5100000e-01,9.7700000e-01
